symbol,price,day_change_pct,avg_entry_return,median_entry_return,best_entry_return,worst_entry_return,pct_profitable_entries,entry_days,roll3m_avg,roll3m_median,roll3m_best,roll3m_worst,roll3m_pos_pct,roll3m_windows,high_52w,low_52w,as_of
PRIMESECU,277.2,0.42,-1.46,-1.46,4.8,-9.54,30.4,125,2.08,1.45,14.43,-5.48,62.2,82.0,324.0,260.55,2026-08-03
KICL,5326.0,-1.38,8.26,8.48,32.32,-6.22,80.8,125,8.81,4.86,32.09,-14.16,81.7,82.0,5778.0,4011.0,2026-08-03
JSWENERGY,543.7,-0.37,3.44,0.46,22.25,-9.38,52.4,126,12.22,12.74,32.01,-5.99,88.0,83.0,615.26,438.56,2026-08-03
HNDFDS,574.05,1.07,11.46,11.26,28.68,-0.71,97.6,126,9.01,9.69,18.86,-4.42,90.4,83.0,595.0,442.0,2026-08-03
STERTOOLS,246.24,2.91,8.25,4.41,52.86,-10.49,80.0,125,9.32,6.03,61.91,-23.07,70.7,82.0,290.38,155.0,2026-08-03
ORICONENT,53.79,1.07,-13.44,-16.61,1.89,-22.18,2.4,126,-6.77,-8.84,13.24,-18.26,19.0,84.0,73.12,52.11,2026-08-03
MSUMI,41.05,-0.41,3.71,3.78,16.04,-8.19,76.2,126,-3.97,-6.07,11.87,-29.38,33.7,83.0,45.83,35.19,2026-08-03
RISHABH,610.5,0.37,27.5,25.44,76.06,-7.5,85.6,125,34.01,33.53,67.51,-2.01,98.8,82.0,690.61,340.17,2026-08-03
BAJAJST,396.4,1.41,-2.33,-1.8,9.82,-16.45,35.7,70,-14.7,-14.35,-12.58,-16.67,0.0,9.0,487.0,350.05,2026-08-03
GRASIM,3104.8,-0.26,6.63,6.11,22.67,-3.39,71.4,126,9.45,11.53,25.45,-8.53,79.5,83.0,3246.0,2502.5,2026-08-03
BHARTIHEXA,1607.5,-1.74,4.74,5.72,13.03,-6.32,81.7,126,-3.93,-4.99,9.0,-16.05,21.4,84.0,1724.33,1414.44,2026-08-03
YUKEN,709.5,-0.39,-1.09,-2.12,19.45,-13.17,38.4,125,-1.98,-4.99,29.06,-28.43,25.6,82.0,829.8,584.1,2026-08-03
GREENPANEL,192.38,0.7,-4.0,-2.47,13.07,-17.32,31.7,126,-3.42,-3.77,14.67,-20.51,33.7,83.0,249.35,162.59,2026-08-03
MANALIPETC,64.52,-1.06,14.33,11.54,63.84,-5.4,84.9,126,15.0,12.76,62.77,-29.72,63.9,83.0,70.83,39.13,2026-08-03
SYNCOMF,13.01,-1.51,-3.04,-5.62,26.31,-18.69,26.2,126,10.09,9.53,38.45,-17.21,77.1,83.0,16.56,10.21,2026-08-03
INDUSINDBK,1011.45,-0.08,11.73,10.54,34.64,-5.41,92.1,126,6.04,1.96,30.47,-14.16,59.0,83.0,1077.85,749.29,2026-08-03
GRINFRA,891.55,0.75,-2.26,-2.3,12.01,-12.36,34.1,126,-0.8,-2.76,18.55,-15.89,33.7,83.0,1034.3,785.0,2026-08-03
ASALCBR,777.05,1.56,-5.71,-6.58,16.67,-15.77,18.3,126,3.91,5.79,31.64,-17.59,63.9,83.0,956.9,660.65,2026-08-03
TATACHEM,670.3,-1.29,-4.54,-4.95,16.69,-16.59,13.5,126,5.08,6.12,27.02,-17.41,72.3,83.0,841.91,571.51,2026-08-03
HINDOILEXP,161.29,1.27,6.11,2.8,36.31,-11.88,70.6,126,12.43,8.14,35.95,-18.38,85.7,84.0,188.65,117.5,2026-08-03
SHAREINDIA,171.67,-1.51,21.09,23.49,46.67,-11.02,88.1,126,6.99,4.95,32.28,-19.3,68.7,83.0,196.8,115.03,2026-08-03
MASTERTR,81.41,-0.85,0.72,-0.22,44.5,-19.52,47.2,125,-0.14,1.88,34.04,-40.05,53.7,82.0,106.67,55.6,2026-08-03
UNIMECH,1173.4,-1.49,20.8,21.11,66.13,-9.52,84.8,125,22.56,19.54,65.89,-18.77,87.8,82.0,1323.0,695.0,2026-08-03
TIPSMUSIC,664.9,-2.93,10.78,4.3,35.45,-6.84,77.8,126,19.32,20.7,35.39,-3.06,98.8,83.0,741.0,481.15,2026-08-03
SWELECTES,601.55,-1.2,1.88,-1.92,21.88,-13.33,40.8,125,13.71,16.13,32.79,-13.1,79.3,82.0,708.37,480.3,2026-08-03
UNIENTER,95.38,0.32,-6.48,-7.59,9.73,-23.03,15.2,125,-3.05,-1.71,21.46,-35.93,45.1,82.0,124.37,84.69,2026-08-03
KIRLOSENG,2189.8,2.88,32.26,31.63,96.54,-14.4,81.7,126,41.62,37.15,88.6,12.36,100.0,84.0,2714.26,1073.34,2026-08-03
GOODLUCK,1517.5,2.21,21.39,17.15,64.98,-6.87,88.8,125,24.04,22.4,61.26,-4.27,96.4,83.0,1672.1,915.0,2026-08-03
RBLBANK,378.05,1.86,14.15,14.95,30.68,-0.68,96.8,126,12.6,12.65,30.83,-2.79,96.4,83.0,383.45,287.4,2026-08-03
SIGNPOST,311.2,1.3,20.31,21.0,54.97,-4.8,93.6,125,20.63,18.0,43.29,3.99,100.0,82.0,336.8,198.0,2026-08-03
BAJAJHFL,86.02,-0.58,0.21,-0.32,17.69,-6.34,46.0,126,-0.34,-1.44,19.72,-18.23,33.3,84.0,94.77,72.65,2026-08-03
CERA,6117.0,-0.42,13.73,15.17,36.76,-7.11,80.2,126,17.29,16.24,45.36,-7.59,95.2,83.0,6663.07,4410.18,2026-08-03
VENUSREM,1539.3,-4.0,47.15,56.43,136.29,-20.94,68.8,125,66.99,69.01,135.35,20.15,100.0,82.0,2044.3,622.1,2026-08-03
PUNJABCHEM,1205.6,4.76,14.03,13.72,35.4,-0.25,99.2,125,0.46,-0.06,20.5,-19.58,50.0,82.0,1244.7,874.34,2026-08-03
AADHARHFC,490.75,-0.77,1.56,2.56,11.76,-11.81,67.5,126,4.66,3.71,26.53,-9.84,84.3,83.0,563.0,430.15,2026-08-03
TI,467.1,0.37,5.54,5.3,12.26,-1.98,95.2,126,1.6,-0.19,19.93,-8.02,49.4,83.0,489.9,406.95,2026-08-03
CMSINFO,263.7,-1.79,-10.47,-11.56,2.25,-18.38,1.6,126,-4.4,-4.35,11.27,-15.79,27.4,84.0,334.0,255.15,2026-08-03
FINOPB,160.74,-1.4,7.22,15.07,42.93,-31.39,65.1,126,-16.48,-29.72,34.86,-51.56,36.1,83.0,240.0,110.03,2026-08-03
AUROPHARMA,1576.3,-0.91,14.72,11.09,40.23,-2.73,94.4,126,18.13,17.49,32.39,6.13,100.0,83.0,1636.8,1106.0,2026-08-03
DIVGIITTS,954.1,-0.65,26.73,28.14,60.14,-6.6,89.6,125,21.2,21.61,61.17,-14.66,91.5,82.0,1065.0,590.3,2026-08-03
MINDACORP,706.9,2.12,22.55,22.06,47.01,-0.37,98.4,125,13.22,20.69,41.41,-15.48,62.2,82.0,713.65,468.5,2026-08-03
STUDDS,440.15,-0.24,-7.8,-8.54,0.65,-16.23,4.8,126,-6.12,-6.78,5.01,-17.81,22.6,84.0,559.9,427.55,2026-08-03
ITCHOTELS,162.37,1.14,-0.61,0.73,18.54,-13.48,53.2,126,-1.9,-7.83,31.41,-26.61,42.9,84.0,192.24,136.41,2026-08-03
MARUTI,14188.0,1.72,4.14,5.22,15.29,-7.94,76.2,126,-4.63,-7.87,15.08,-26.04,43.4,83.0,15459.0,12201.0,2026-08-03
INDIGO,5171.0,-1.14,10.8,12.2,31.13,-5.12,82.4,125,4.68,1.75,36.13,-15.48,50.6,83.0,5476.5,3895.2,2026-08-03
TORNTPHARM,5122.8,5.15,17.08,17.31,31.5,1.14,100.0,126,8.94,6.12,23.47,-0.98,95.2,84.0,5140.7,3662.56,2026-08-03
AAVAS,1362.6,-1.78,2.13,-0.89,26.88,-10.7,47.6,126,8.66,6.16,41.08,-23.08,73.5,83.0,1544.9,1060.4,2026-08-03
ADOR,1480.2,3.99,38.23,40.23,76.76,-2.81,97.6,126,17.74,10.4,54.92,-18.95,78.3,83.0,1597.0,833.68,2026-08-03
SAIL,169.03,-0.01,-0.34,1.23,18.17,-17.97,54.0,126,13.27,16.19,31.01,-11.72,81.0,84.0,209.7,141.3,2026-08-03
EICHERMOT,7833.5,0.04,8.39,9.03,20.19,-3.35,91.3,126,0.81,1.45,14.34,-14.48,58.3,84.0,8144.71,6375.24,2026-08-03
JINDALSTEL,1093.7,0.46,-5.71,-7.52,7.07,-15.14,21.4,126,-0.14,-0.59,23.95,-19.76,47.0,83.0,1306.2,1010.1,2026-08-03
SIYSIL,602.3,-2.39,7.72,6.13,40.28,-6.52,69.8,126,12.81,10.5,47.43,-18.57,83.1,83.0,662.67,426.93,2026-08-03
HINDCOPPER,491.6,2.36,-7.43,-8.3,9.45,-35.22,18.3,126,-3.78,-3.83,13.71,-29.52,28.6,84.0,758.83,445.7,2026-08-03
VEDL,264.25,-1.21,-34.92,-24.22,4.43,-66.44,4.8,126,-41.22,-54.31,24.23,-67.87,20.2,84.0,795.0,249.7,2026-08-03
INNOVISION,285.15,1.06,-6.83,-6.92,1.24,-24.3,10.1,89,-13.71,-12.96,-7.04,-23.94,0.0,29.0,470.0,278.0,2026-08-03
NILASPACES,11.84,-0.17,-10.03,-9.55,2.42,-23.56,2.4,126,-5.28,-6.21,12.11,-17.11,16.9,83.0,15.82,11.35,2026-08-03
RTNPOWER,8.39,-1.29,-6.25,-7.09,10.98,-18.46,21.4,126,7.83,10.9,26.53,-17.09,77.1,83.0,10.59,7.52,2026-08-03
ASTERDM,822.15,1.0,17.22,13.57,53.5,-0.3,99.2,126,19.72,19.27,37.89,5.27,100.0,84.0,839.4,516.84,2026-08-03
V2RETAIL,218.69,-1.51,3.71,5.22,19.64,-14.71,55.6,126,11.67,12.68,30.97,-18.66,85.5,83.0,259.25,172.03,2026-08-03
MEESHO,182.15,1.49,7.64,7.39,35.16,-16.08,64.3,126,15.23,17.18,38.33,-18.76,89.2,83.0,227.65,125.56,2026-08-03
GABRIEL,1392.0,-1.61,33.87,36.58,69.12,-6.48,95.2,126,22.15,15.92,54.32,-16.07,92.8,83.0,1519.9,795.7,2026-08-03
ZYDUSLIFE,1115.1,-0.68,13.75,18.87,29.69,-3.7,87.3,126,15.33,18.58,32.51,-6.18,95.2,83.0,1180.44,834.75,2026-08-03
IMPAL,1085.9,-1.51,5.11,5.38,16.48,-8.11,82.4,125,5.29,5.28,22.35,-8.11,70.7,82.0,1214.2,909.5,2026-08-03
INDOFARM,161.22,6.07,15.41,14.35,45.03,-10.27,92.1,126,-0.42,0.26,32.72,-36.85,51.2,84.0,186.1,110.7,2026-08-03
SUPRIYA,859.9,0.03,18.46,24.22,55.4,-18.3,75.4,126,25.46,23.74,81.18,-18.66,77.1,83.0,1085.0,545.5,2026-08-03
SFL,776.3,-1.65,30.5,33.47,67.15,-4.04,96.8,126,21.23,13.42,60.61,-14.38,77.1,83.0,828.95,456.18,2026-08-03
PARAGMILK,214.31,0.18,-1.69,-3.34,19.15,-18.37,37.3,126,1.68,0.96,29.86,-35.63,51.2,84.0,265.0,177.84,2026-08-03
ATGL,651.45,0.2,6.65,3.77,39.28,-19.4,60.3,126,24.21,22.17,59.2,-9.29,92.9,84.0,859.55,462.64,2026-08-03
TAJGVK,360.85,0.25,7.96,8.36,26.64,-4.51,87.3,126,-1.74,0.29,20.11,-23.41,50.6,83.0,387.6,281.35,2026-08-03
CEATLTD,3429.0,0.88,-1.17,-0.41,11.52,-14.8,48.4,126,-4.97,-5.09,15.38,-21.56,27.7,83.0,4086.59,3030.27,2026-08-03
KCP,161.71,-0.77,-0.21,-1.42,29.15,-11.34,38.4,125,4.85,3.17,38.26,-16.18,64.6,82.0,187.52,124.62,2026-08-03
SCHAND,144.55,-1.0,-5.1,-3.93,12.66,-16.33,11.2,125,2.33,3.08,14.96,-13.68,69.5,82.0,180.19,127.01,2026-08-03
IFCI,76.54,4.11,20.27,23.8,59.86,-15.02,84.1,126,22.68,16.98,64.87,-5.67,90.5,84.0,95.8,46.4,2026-08-03
JAIBALAJI,57.71,-2.12,-15.01,-15.01,6.59,-33.04,2.4,126,5.75,8.46,24.84,-26.29,75.0,84.0,88.5,53.65,2026-08-03
VSTTILLERS,4458.3,1.82,-10.52,-10.71,2.41,-28.79,7.1,126,-12.64,-12.58,-1.72,-28.32,0.0,83.0,6350.0,4275.0,2026-08-03
LAURUSLABS,1816.2,1.96,51.19,56.02,92.4,1.96,100.0,126,31.27,33.6,65.13,-5.24,95.2,84.0,1826.6,917.04,2026-08-03
APOLLOHOSP,8988.0,0.59,13.17,15.27,32.33,0.56,100.0,126,11.5,12.24,21.54,-0.49,97.6,83.0,9009.0,6747.04,2026-08-03
SIRCA,404.95,1.11,-4.51,-3.74,4.08,-15.25,20.6,126,-7.22,-7.55,3.78,-18.16,6.0,83.0,485.3,383.11,2026-08-03
SUDARCOLOR,353.9,-2.21,0.92,-0.88,29.99,-8.94,43.2,125,3.18,5.08,30.52,-32.55,67.1,82.0,407.0,268.25,2026-08-03
GMRP&UI,99.16,-0.32,-5.41,-5.54,10.5,-18.7,15.9,126,-0.87,0.43,11.86,-11.61,51.2,84.0,123.0,89.0,2026-08-03
SHAILY,3029.1,-0.5,27.2,18.53,66.29,-3.68,92.1,126,30.31,33.3,67.54,-13.01,85.5,83.0,3233.9,1770.9,2026-08-03
VTL,585.8,-2.71,1.9,-1.88,41.65,-12.08,46.0,126,20.97,19.54,48.52,-4.28,97.6,84.0,688.0,406.25,2026-08-03
RKFORGE,651.15,3.95,16.54,15.7,40.95,1.39,100.0,126,7.58,6.33,27.84,-3.96,92.9,84.0,654.65,459.41,2026-08-03
EVEREADY,344.25,-0.66,5.54,5.51,31.07,-7.66,73.0,126,7.11,2.68,39.92,-17.86,60.2,83.0,379.2,259.65,2026-08-03
CSBBANK,326.95,-1.82,-11.71,-10.58,0.72,-25.36,1.6,126,-9.87,-9.23,10.25,-32.95,8.4,83.0,447.7,317.35,2026-08-03
JSWCEMENT,131.29,-0.88,4.89,5.22,19.59,-7.73,77.8,126,7.61,7.49,22.44,-2.27,95.2,83.0,143.4,109.19,2026-08-03
BESTAGRO,19.12,15.18,16.27,18.17,55.45,-4.97,92.1,126,-6.5,-6.71,25.45,-47.93,39.3,84.0,21.2,12.3,2026-08-03
UNIVCABLES,1331.3,-1.19,51.88,46.06,128.58,-1.19,98.4,126,51.51,49.62,116.05,-26.37,92.8,83.0,1385.93,573.9,2026-08-03
MAHSEAMLES,572.55,-1.62,-3.15,-4.24,11.26,-13.85,34.1,126,10.77,11.91,28.91,-13.54,78.3,83.0,690.0,503.65,2026-08-03
GODIGIT,254.95,0.71,-18.41,-19.28,3.79,-25.99,2.4,126,-6.61,-5.31,0.8,-22.46,3.6,83.0,350.0,244.2,2026-08-03
MAGADSUGAR,500.5,4.19,9.01,10.36,22.78,-5.46,85.6,125,5.89,4.32,26.75,-6.66,69.5,82.0,547.07,406.87,2026-08-03
ESABINDIA,5589.0,0.13,-2.75,-1.61,13.27,-21.5,38.4,125,8.9,9.61,28.56,-14.55,79.3,82.0,7287.88,4880.33,2026-08-03
MACPOWER,1458.2,-1.55,39.74,40.08,83.9,-1.55,99.2,126,25.37,25.1,69.86,-11.25,91.7,84.0,1578.8,790.0,2026-08-03
ARSSBL,508.85,-0.69,-3.96,-4.86,22.79,-16.3,25.4,126,2.89,2.14,33.74,-29.2,60.2,83.0,625.13,412.33,2026-08-03
REDTAPE,131.8,1.53,5.1,4.18,21.71,-9.89,73.0,126,9.16,8.77,23.87,-6.96,85.5,83.0,156.61,106.54,2026-08-03
GRAPHITE,665.7,-0.14,1.25,1.66,19.39,-13.1,61.1,126,4.01,4.55,21.5,-14.11,62.7,83.0,793.69,551.99,2026-08-03
INDRAMEDCO,359.8,-0.8,-8.12,-8.14,1.22,-18.03,3.2,126,-2.42,-3.28,14.81,-14.74,37.3,83.0,444.0,351.2,2026-08-03
ANDHRSUGAR,82.29,-1.88,1.95,-0.25,19.9,-20.84,50.0,126,16.0,17.36,46.62,-17.1,83.1,83.0,107.23,67.47,2026-08-03
NRBBEARING,416.15,-2.53,32.95,42.96,93.8,-6.27,74.4,125,42.74,40.39,106.77,-11.67,92.7,82.0,467.6,211.1,2026-08-03
KAMATHOTEL,167.04,-1.95,-5.4,-5.36,16.76,-23.25,17.6,125,-6.22,-7.65,27.72,-31.26,31.7,82.0,223.81,140.2,2026-08-03
PDMJEPAPER,94.86,-1.76,15.69,14.14,45.49,-3.57,96.8,125,4.81,3.59,29.14,-21.13,71.1,83.0,101.2,65.0,2026-08-03
WEALTH,924.75,-2.26,-0.3,-2.02,15.64,-8.32,31.7,126,5.59,4.53,22.74,-11.18,67.5,83.0,1073.0,771.33,2026-08-03
HITECHCORP,322.0,0.62,81.77,109.81,181.69,-1.65,96.8,125,69.65,116.54,176.13,-19.26,62.2,82.0,333.9,112.0,2026-08-03
TVSSRICHAK,3920.7,-0.73,0.54,-1.01,22.08,-13.32,41.3,126,2.64,1.4,27.9,-20.83,57.8,83.0,4770.0,3185.0,2026-08-03
MANKIND,2469.6,-4.13,8.52,7.42,28.13,-5.66,73.6,125,12.88,13.93,31.7,-11.67,89.2,83.0,2642.0,1909.7,2026-08-03
SANGAMIND,615.65,2.82,24.23,22.23,49.01,-3.34,92.0,125,17.2,19.25,40.23,-8.32,90.2,82.0,672.5,408.58,2026-08-03
UBL,1436.1,-0.28,-0.78,-0.75,11.67,-18.32,49.2,126,-9.91,-9.43,3.77,-24.7,10.8,83.0,1779.1,1276.0,2026-08-03
AUBANK,1047.3,1.71,6.19,5.22,24.4,-2.22,90.5,126,4.92,3.25,23.06,-12.95,75.0,84.0,1089.34,830.84,2026-08-03
SIS,424.25,-1.44,19.74,13.6,60.85,-3.91,76.0,125,28.63,31.46,64.17,-12.98,89.0,82.0,480.95,257.05,2026-08-03
ARTEMISMED,298.5,-1.21,20.18,19.7,45.49,-1.21,98.4,123,12.37,15.87,28.92,-16.8,85.2,81.0,308.0,203.01,2026-08-03
SHANTIGOLD,217.41,0.53,4.94,2.2,38.8,-5.73,64.3,126,9.05,7.24,42.81,-16.24,77.4,84.0,242.78,155.0,2026-08-03
THANGAMAYL,5807.0,-10.0,37.13,47.14,84.35,-20.56,81.7,126,35.84,33.02,86.76,-4.78,94.0,83.0,7430.0,3111.7,2026-08-03
DREDGECORP,1139.4,1.73,14.38,14.31,48.25,-7.55,90.5,126,9.5,11.03,46.58,-19.9,66.7,84.0,1286.0,758.6,2026-08-03
MAHLOG,402.65,-1.66,6.9,5.8,22.03,-8.46,79.4,126,4.7,0.72,53.55,-17.31,54.2,83.0,447.11,323.95,2026-08-03
NUVOCO,344.65,-1.3,8.42,9.34,22.61,-8.64,81.0,126,0.78,2.38,23.71,-18.46,54.8,84.0,398.0,276.25,2026-08-03
VIYASH,252.0,0.04,11.4,14.44,40.09,-14.33,72.2,126,20.32,22.71,53.39,-6.07,94.0,84.0,298.0,178.13,2026-08-03
MAHABANK,79.26,-1.82,6.84,2.68,31.21,-15.55,66.7,126,21.0,18.74,55.36,0.77,100.0,83.0,94.5,58.89,2026-08-03
TATACOMM,1756.4,-0.98,5.96,7.01,31.49,-14.81,59.5,126,15.62,17.18,50.43,-22.51,76.2,84.0,2110.0,1310.58,2026-08-03
CLEAN,729.05,-1.12,-4.29,-4.15,11.07,-18.37,20.6,126,1.37,2.42,21.31,-19.77,65.1,83.0,899.5,652.0,2026-08-03
MARKSANS,258.6,-0.33,27.77,35.28,64.83,-6.74,81.7,126,32.35,38.18,73.89,-8.65,95.2,83.0,281.6,155.0,2026-08-03
WHIRLPOOL,802.9,-0.35,-4.76,-3.28,6.01,-19.44,31.0,126,-1.62,-4.27,27.37,-21.69,27.4,84.0,1029.95,753.15,2026-08-03
LINCOLN,572.15,-1.59,-5.43,-7.07,28.8,-24.53,12.0,125,12.95,8.48,49.94,-13.65,82.9,82.0,770.0,440.0,2026-08-03
IDFCFIRSTB,84.68,-0.09,16.55,18.47,43.89,-1.25,92.9,126,3.26,2.48,35.07,-28.08,52.4,84.0,88.76,58.08,2026-08-03
GODREJIND,1309.4,1.24,27.21,26.65,74.82,-7.64,90.5,126,19.75,14.7,58.93,-16.57,78.3,83.0,1443.0,744.2,2026-08-03
BLUSPRING,114.11,-0.0,65.21,70.52,155.17,-7.69,93.7,126,51.6,62.6,155.57,-9.57,95.2,83.0,131.82,43.98,2026-08-03
BCLIND,36.74,5.88,14.3,9.9,43.07,-4.15,89.7,126,17.99,16.71,41.91,-2.77,97.6,84.0,40.0,25.53,2026-08-03
BLUESTONE,816.2,7.03,61.6,61.16,102.31,-0.55,99.2,125,15.67,14.0,61.86,-12.78,88.0,83.0,869.5,399.8,2026-08-03
DDEVPLSTIK,266.7,-2.45,4.21,4.69,40.85,-12.53,57.1,126,0.6,-7.44,43.46,-29.31,42.2,83.0,308.54,185.15,2026-08-03
NOCIL,159.68,-4.01,0.45,-1.6,25.65,-15.54,36.5,126,14.94,14.14,44.54,-12.81,84.3,83.0,202.61,124.93,2026-08-03
SDBL,70.24,-1.28,-10.15,-10.18,12.73,-27.02,18.3,126,-5.57,-2.16,20.29,-34.03,37.3,83.0,99.15,61.8,2026-08-03
XCHANGING,67.08,0.39,4.75,3.23,40.36,-11.4,79.4,126,0.09,-0.34,28.81,-31.68,47.0,83.0,77.0,47.5,2026-08-03
CCL,1155.3,-1.59,5.51,5.62,24.25,-6.05,73.0,126,10.83,9.68,24.37,0.2,100.0,84.0,1242.2,916.52,2026-08-03
CAPILLARY,497.35,-3.22,-4.92,-3.42,5.59,-21.93,15.1,126,-5.85,-5.83,7.76,-25.64,19.0,84.0,646.8,464.25,2026-08-03
AARTIDRUGS,422.75,2.41,13.17,13.32,32.21,-0.97,99.2,126,5.12,6.32,18.19,-11.88,75.0,84.0,435.25,318.95,2026-08-03
NITCO,100.39,-3.27,11.14,9.72,54.57,-14.42,72.2,126,21.29,21.82,51.52,-10.49,95.2,83.0,119.4,64.0,2026-08-03
PASUPTAC,58.08,0.1,8.54,9.23,42.04,-21.87,66.4,125,22.98,16.53,58.85,-6.64,89.0,82.0,78.95,40.41,2026-08-03
SALASAR,5.85,-0.34,-16.38,-17.55,3.72,-35.0,0.8,126,-9.94,-10.38,14.66,-26.6,13.3,83.0,9.08,5.59,2026-08-03
JKTYRE,399.75,0.63,-4.16,-0.77,14.56,-33.25,44.4,126,-13.68,-15.4,7.08,-38.26,13.1,84.0,605.8,347.5,2026-08-03
CRIZAC,195.13,1.56,-7.67,-7.95,10.3,-21.21,16.7,126,-6.0,-6.91,15.0,-27.61,27.4,84.0,253.66,173.35,2026-08-03
DIGITIDE,100.93,0.74,8.67,8.74,38.53,-18.59,72.2,126,-3.34,-5.43,48.17,-37.21,44.6,83.0,126.3,69.9,2026-08-03
SGMART,692.1,-2.27,32.6,24.64,97.88,-3.96,96.8,126,36.65,33.76,70.31,14.54,100.0,83.0,737.45,343.0,2026-08-03
PRICOLLTD,681.05,3.1,17.48,17.35,33.3,2.36,100.0,126,2.13,3.19,18.91,-21.1,66.3,83.0,700.0,508.95,2026-08-03
SIGACHI,26.44,1.97,23.0,24.13,56.26,-0.41,99.2,125,3.91,4.1,43.68,-37.26,61.0,82.0,27.08,16.65,2026-08-03
JBCHEPHARM,2408.9,0.0,15.02,15.49,31.92,-3.87,90.4,125,11.04,9.12,27.03,1.16,100.0,78.0,2525.5,1756.63,2026-08-03
FORTIS,948.85,-0.34,3.69,1.27,20.43,-4.09,59.5,126,8.17,9.3,23.61,-11.72,80.7,83.0,1009.03,765.99,2026-08-03
COFFEEDAY,30.51,-0.81,5.79,0.91,44.46,-25.15,54.0,126,8.37,13.68,55.35,-33.07,54.8,84.0,43.26,21.0,2026-08-03
JUBLPHARMA,961.65,-1.61,3.71,0.97,19.68,-6.01,56.0,125,6.86,10.86,19.65,-20.21,75.6,82.0,1036.63,782.0,2026-08-03
CHEMCON,173.44,-1.48,3.82,1.6,42.3,-16.57,52.8,125,12.79,15.21,55.05,-29.5,64.6,82.0,214.45,121.0,2026-08-03
PAYTM,1343.0,0.79,18.65,19.14,40.04,-3.14,95.2,126,3.49,1.53,25.28,-23.21,59.5,84.0,1407.0,930.6,2026-08-03
TCI,931.15,1.54,-2.91,-1.07,6.2,-16.17,34.1,126,-6.0,-5.28,6.86,-18.14,10.8,83.0,1127.79,867.12,2026-08-03
ANGELONE,297.95,2.16,3.85,-3.19,41.29,-15.76,42.1,126,28.01,25.45,63.81,-5.23,89.3,84.0,359.34,206.48,2026-08-03
NAHARPOLY,271.1,-0.62,9.47,8.09,33.33,-3.02,96.0,125,7.11,6.49,23.99,-6.1,84.1,82.0,289.5,200.0,2026-08-03
ADVENTHTL,147.64,-1.28,-5.77,-2.45,22.12,-33.48,39.7,126,-16.68,-16.75,13.38,-40.71,9.6,83.0,229.94,120.02,2026-08-03
KALYANKJIL,612.6,-3.47,52.21,56.99,85.19,-3.47,98.4,126,2.36,-2.92,53.75,-18.96,42.9,84.0,648.95,327.05,2026-08-03
ELECTCAST,70.65,-0.25,-7.28,-7.83,15.63,-24.53,14.3,126,6.59,8.65,29.0,-15.86,69.0,84.0,95.9,60.15,2026-08-03
HDFCLIFE,548.5,0.57,-10.24,-8.61,0.95,-25.86,2.4,126,-11.8,-13.58,1.29,-25.22,3.6,84.0,743.1,541.07,2026-08-03
RAJPALAYAM,813.95,-0.73,6.06,-0.82,158.85,-4.11,42.7,75,43.55,3.62,167.75,-0.41,91.7,12.0,875.0,314.45,2026-08-03
TSFINV,442.95,-0.07,9.6,10.47,32.46,-7.86,82.5,126,5.25,4.5,33.73,-21.36,66.3,83.0,493.45,328.5,2026-08-03
APTUS,261.2,-5.77,3.76,0.64,35.5,-14.88,54.0,126,11.72,9.26,46.25,-31.04,76.2,84.0,309.0,191.24,2026-08-03
VIDHIING,309.9,3.13,3.61,3.39,17.72,-5.45,69.6,125,-3.24,-3.49,6.6,-10.09,19.5,82.0,344.1,258.6,2026-08-03
SUKHJITS,164.6,2.68,-5.78,-6.42,17.04,-24.02,18.4,125,1.96,2.47,27.02,-16.87,56.6,83.0,231.1,137.3,2026-08-03
SHRIPISTON,4339.5,0.56,27.92,28.12,63.08,-3.03,97.6,125,20.02,19.58,47.06,-11.63,95.1,82.0,4522.8,2563.39,2026-08-03
AVALON,1759.5,4.9,45.31,55.77,121.64,-2.35,93.7,126,51.62,54.02,98.85,4.42,100.0,83.0,1853.0,777.3,2026-08-03
ELGIEQUIP,569.15,-1.39,6.06,4.11,35.79,-8.09,64.3,126,16.34,15.34,31.44,0.67,100.0,83.0,630.91,415.26,2026-08-03
RAMKY,369.15,-0.24,-17.51,-19.29,-0.24,-28.33,0.0,125,-7.68,-6.83,12.23,-27.5,24.4,82.0,527.0,367.0,2026-08-03
KOKUYOCMLN,83.7,-0.75,-1.11,-2.0,17.83,-12.96,35.7,126,5.43,5.63,24.19,-17.07,73.5,83.0,98.43,70.8,2026-08-03
MFSL,1510.8,-0.28,-7.9,-7.12,3.18,-19.21,5.6,126,-3.19,-3.24,10.52,-13.87,28.9,83.0,1892.5,1433.6,2026-08-03
KDDL,3191.8,2.14,24.11,28.43,57.54,-5.1,92.0,125,20.67,21.36,59.03,-11.32,81.7,82.0,3416.0,1990.0,2026-08-03
JSWDULUX,2953.4,-0.68,0.03,0.74,10.5,-9.86,61.9,126,3.27,2.63,16.71,-6.67,65.1,83.0,3325.0,2626.09,2026-08-03
AIIL,545.9,-0.92,11.39,9.87,34.69,-4.4,91.3,126,1.86,2.0,25.6,-34.55,60.2,83.0,584.85,400.0,2026-08-03
EIHOTEL,330.55,-1.1,4.15,3.19,21.39,-4.6,79.4,126,-0.19,-0.95,17.31,-16.57,44.6,83.0,372.96,269.93,2026-08-03
